index,rating
index_3424,5.0
index_3425,5.0
index_3426,1.0
index_3427,5.0
index_3428,5.0
index_3429,5.0
index_3430,1.0
index_3431,5.0
index_3432,1.0
index_3433,1.0
index_3434,5.0
index_3435,5.0
index_3436,1.0
index_3437,5.0
index_3438,5.0
index_3439,5.0
index_3440,1.0
index_3441,1.0
index_3442,1.0
index_3443,5.0
index_3444,5.0
index_3445,1.0
index_3446,5.0
index_3447,5.0
index_3448,1.0
index_3449,5.0
index_3450,1.0
index_3451,1.0
index_3452,5.0
index_3453,1.0
index_3454,1.0
index_3455,1.0
index_3456,1.0
index_3457,5.0
index_3458,1.0
index_3459,5.0
index_3460,1.0
index_3461,1.0
index_3462,5.0
index_3463,1.0
index_3464,1.0
index_3465,1.0
index_3466,1.0
index_3467,5.0
index_3468,5.0
index_3469,5.0
index_3470,1.0
index_3471,1.0
index_3472,5.0
index_3473,5.0
index_3474,1.0
index_3475,5.0
index_3476,5.0
index_3477,1.0
index_3478,5.0
index_3479,5.0
index_3480,1.0
index_3481,1.0
index_3482,5.0
index_3483,5.0
index_3484,5.0
index_3485,5.0
index_3486,5.0
index_3487,5.0
index_3488,5.0
index_3489,5.0
index_3490,5.0
index_3491,1.0
index_3492,5.0
index_3493,5.0
index_3494,5.0
index_3495,5.0
index_3496,5.0
index_3497,1.0
index_3498,5.0
index_3499,5.0
index_3500,5.0
index_3501,5.0
index_3502,1.0
index_3503,1.0
index_3504,1.0
index_3505,5.0
index_3506,1.0
index_3507,5.0
index_3508,1.0
index_3509,5.0
index_3510,5.0
index_3511,1.0
index_3512,5.0
index_3513,5.0
index_3514,5.0
index_3515,1.0
index_3516,1.0
index_3517,1.0
index_3518,1.0
index_3519,1.0
index_3520,5.0
index_3521,1.0
index_3522,1.0
index_3523,1.0
index_3524,5.0
index_3525,5.0
index_3526,5.0
index_3527,5.0
index_3528,5.0
index_3529,1.0
index_3530,1.0
index_3531,1.0
index_3532,5.0
index_3533,5.0
index_3534,1.0
index_3535,1.0
index_3536,5.0
index_3537,5.0
index_3538,5.0
index_3539,5.0
index_3540,5.0
index_3541,5.0
index_3542,5.0
index_3543,1.0
index_3544,1.0
index_3545,1.0
index_3546,1.0
index_3547,1.0
index_3548,1.0
index_3549,1.0
index_3550,5.0
index_3551,1.0
index_3552,1.0
index_3553,1.0
index_3554,5.0
index_3555,5.0
index_3556,5.0
index_3557,1.0
index_3558,1.0
index_3559,5.0
index_3560,1.0
index_3561,1.0
index_3562,5.0
index_3563,1.0
index_3564,5.0
index_3565,5.0
index_3566,5.0
index_3567,5.0
index_3568,1.0
index_3569,1.0
index_3570,1.0
index_3571,5.0
index_3572,5.0
index_3573,5.0
index_3574,1.0
index_3575,5.0
index_3576,5.0
index_3577,1.0
index_3578,5.0
index_3579,1.0
index_3580,5.0
index_3581,1.0
index_3582,5.0
index_3583,5.0
index_3584,5.0
index_3585,1.0
index_3586,1.0
index_3587,1.0
index_3588,5.0
index_3589,5.0
index_3590,1.0
index_3591,5.0
index_3592,1.0
index_3593,5.0
index_3594,1.0
index_3595,1.0
index_3596,5.0
index_3597,1.0
index_3598,5.0
index_3599,5.0
index_3600,1.0
index_3601,1.0
index_3602,1.0
index_3603,5.0
index_3604,1.0
index_3605,1.0
index_3606,1.0
index_3607,5.0
index_3608,5.0
index_3609,5.0
index_3610,1.0
index_3611,1.0
index_3612,1.0
index_3613,1.0
index_3614,1.0
index_3615,5.0
index_3616,5.0
index_3617,1.0
index_3618,5.0
index_3619,5.0
index_3620,5.0
index_3621,5.0
index_3622,1.0
index_3623,5.0
index_3624,5.0
index_3625,1.0
index_3626,5.0
index_3627,1.0
index_3628,5.0
index_3629,5.0
index_3630,1.0
index_3631,1.0
index_3632,1.0
index_3633,1.0
index_3634,1.0
index_3635,1.0
index_3636,5.0
index_3637,5.0
index_3638,5.0
index_3639,5.0
index_3640,5.0
index_3641,5.0
index_3642,1.0
index_3643,1.0
index_3644,5.0
index_3645,1.0
index_3646,1.0
index_3647,1.0
index_3648,1.0
index_3649,1.0
index_3650,1.0
index_3651,5.0
index_3652,1.0
index_3653,1.0
index_3654,5.0
index_3655,5.0
index_3656,1.0
index_3657,5.0
index_3658,5.0
index_3659,1.0
index_3660,1.0
index_3661,1.0
index_3662,1.0
index_3663,1.0
index_3664,5.0
index_3665,1.0
index_3666,1.0
index_3667,5.0
index_3668,5.0
index_3669,5.0
index_3670,5.0
index_3671,5.0
index_3672,5.0
index_3673,5.0
index_3674,5.0
index_3675,5.0
index_3676,5.0
index_3677,1.0
index_3678,1.0
index_3679,5.0
index_3680,1.0
index_3681,5.0
index_3682,5.0
index_3683,1.0
index_3684,5.0
index_3685,5.0
index_3686,1.0
index_3687,5.0
index_3688,5.0
index_3689,1.0
index_3690,1.0
index_3691,1.0
index_3692,1.0
index_3693,5.0
index_3694,5.0
index_3695,5.0
index_3696,1.0
index_3697,5.0
index_3698,5.0
index_3699,1.0
index_3700,1.0
index_3701,5.0
index_3702,1.0
index_3703,1.0
index_3704,5.0
index_3705,5.0
index_3706,5.0
index_3707,5.0
index_3708,5.0
index_3709,5.0
index_3710,5.0
index_3711,1.0
index_3712,5.0
index_3713,5.0
index_3714,1.0
index_3715,5.0
index_3716,1.0
index_3717,5.0
index_3718,5.0
index_3719,5.0
index_3720,1.0
index_3721,1.0
index_3722,5.0
index_3723,5.0
index_3724,1.0
index_3725,5.0
index_3726,5.0
index_3727,5.0
index_3728,5.0
index_3729,1.0
index_3730,1.0
index_3731,1.0
index_3732,1.0
index_3733,1.0
index_3734,5.0
index_3735,1.0
index_3736,5.0
index_3737,5.0
index_3738,1.0
index_3739,1.0
index_3740,5.0
index_3741,5.0
index_3742,5.0
index_3743,1.0
index_3744,5.0
index_3745,5.0
index_3746,5.0
index_3747,5.0
index_3748,5.0
index_3749,1.0
index_3750,5.0
index_3751,5.0
index_3752,5.0
index_3753,1.0
index_3754,5.0
index_3755,5.0
index_3756,5.0
index_3757,1.0
index_3758,1.0
index_3759,5.0
index_3760,5.0
index_3761,5.0
index_3762,1.0
index_3763,1.0
index_3764,5.0
index_3765,1.0
index_3766,5.0
index_3767,1.0
index_3768,5.0
index_3769,5.0
index_3770,5.0
index_3771,5.0
index_3772,5.0
index_3773,5.0
index_3774,5.0
index_3775,1.0
index_3776,5.0
index_3777,1.0
index_3778,5.0
index_3779,1.0
index_3780,5.0
index_3781,1.0
index_3782,5.0
index_3783,5.0
index_3784,1.0
index_3785,5.0
index_3786,5.0
index_3787,5.0
index_3788,5.0
index_3789,5.0
index_3790,5.0
index_3791,5.0
index_3792,5.0
index_3793,1.0
index_3794,5.0
index_3795,1.0
index_3796,1.0
index_3797,5.0
index_3798,5.0
index_3799,1.0
index_3800,1.0
index_3801,1.0
index_3802,1.0
index_3803,1.0
index_3804,5.0
index_3805,5.0
index_3806,5.0
index_3807,1.0
index_3808,5.0
index_3809,5.0
index_3810,5.0
index_3811,1.0
index_3812,5.0
index_3813,5.0
index_3814,1.0
index_3815,1.0
index_3816,5.0
index_3817,5.0
index_3818,5.0
index_3819,5.0
index_3820,1.0
index_3821,5.0
index_3822,5.0
index_3823,1.0
index_3824,1.0
index_3825,5.0
index_3826,5.0
index_3827,5.0
index_3828,5.0
index_3829,5.0
index_3830,5.0
index_3831,5.0
index_3832,5.0
index_3833,5.0
index_3834,5.0
index_3835,1.0
index_3836,1.0
index_3837,1.0
index_3838,5.0
index_3839,5.0
index_3840,5.0
index_3841,1.0
index_3842,1.0
index_3843,5.0
index_3844,1.0
index_3845,1.0
index_3846,5.0
index_3847,5.0
index_3848,5.0
index_3849,5.0
index_3850,1.0
index_3851,5.0
index_3852,5.0
index_3853,5.0
index_3854,1.0
index_3855,1.0
index_3856,5.0
index_3857,5.0
index_3858,1.0
index_3859,5.0
index_3860,1.0
index_3861,5.0
index_3862,5.0
index_3863,5.0
index_3864,1.0
index_3865,5.0
index_3866,1.0
index_3867,5.0
index_3868,5.0
index_3869,5.0
index_3870,1.0
index_3871,5.0
index_3872,1.0
index_3873,5.0
index_3874,1.0
index_3875,5.0
index_3876,1.0
index_3877,5.0
index_3878,5.0
index_3879,1.0
index_3880,5.0
index_3881,1.0
index_3882,5.0
index_3883,1.0
index_3884,1.0
index_3885,1.0
index_3886,5.0
index_3887,5.0
index_3888,1.0
index_3889,1.0
index_3890,5.0
index_3891,1.0
index_3892,5.0
index_3893,1.0
index_3894,5.0
index_3895,1.0
index_3896,5.0
index_3897,5.0
index_3898,5.0
index_3899,5.0
index_3900,5.0
index_3901,1.0
index_3902,5.0
index_3903,5.0
index_3904,5.0
index_3905,1.0
index_3906,1.0
index_3907,5.0
index_3908,1.0
index_3909,5.0
index_3910,1.0
index_3911,5.0
index_3912,5.0
index_3913,1.0
index_3914,1.0
index_3915,1.0
index_3916,5.0
index_3917,1.0
index_3918,1.0
index_3919,5.0
index_3920,1.0
index_3921,5.0
index_3922,5.0
index_3923,5.0
index_3924,5.0
index_3925,5.0
index_3926,5.0
index_3927,5.0
index_3928,5.0
index_3929,1.0
index_3930,1.0
index_3931,1.0
index_3932,5.0
index_3933,1.0
index_3934,1.0
index_3935,5.0
index_3936,5.0
index_3937,1.0
index_3938,1.0
index_3939,5.0
index_3940,1.0
index_3941,1.0
index_3942,5.0
index_3943,5.0
index_3944,1.0
index_3945,5.0
index_3946,1.0
index_3947,5.0
index_3948,1.0
index_3949,5.0
index_3950,5.0
index_3951,5.0
index_3952,5.0
index_3953,5.0
index_3954,1.0
index_3955,5.0
index_3956,5.0
index_3957,5.0
index_3958,5.0
index_3959,1.0
index_3960,5.0
index_3961,5.0
index_3962,1.0
index_3963,5.0
index_3964,1.0
index_3965,5.0
index_3966,5.0
index_3967,5.0
index_3968,1.0
index_3969,5.0
index_3970,5.0
index_3971,5.0
index_3972,5.0
index_3973,5.0
index_3974,5.0
index_3975,5.0
index_3976,1.0
index_3977,1.0
index_3978,1.0
index_3979,1.0
index_3980,5.0
index_3981,5.0
index_3982,5.0
index_3983,1.0
index_3984,1.0
index_3985,1.0
index_3986,5.0
index_3987,5.0
index_3988,1.0
index_3989,5.0
index_3990,5.0
index_3991,1.0
index_3992,5.0
index_3993,1.0
index_3994,5.0
index_3995,1.0
index_3996,5.0
index_3997,5.0
index_3998,5.0
index_3999,5.0
index_4000,1.0
index_4001,5.0
index_4002,1.0
index_4003,5.0
index_4004,1.0
index_4005,5.0
index_4006,1.0
index_4007,5.0
index_4008,5.0
index_4009,5.0
index_4010,5.0
index_4011,1.0
index_4012,5.0
index_4013,5.0
index_4014,5.0
index_4015,1.0
index_4016,1.0
index_4017,1.0
index_4018,1.0
index_4019,1.0
index_4020,1.0
index_4021,5.0
index_4022,1.0
index_4023,5.0
index_4024,5.0
index_4025,5.0
index_4026,1.0
index_4027,1.0
index_4028,5.0
index_4029,1.0
index_4030,1.0
index_4031,5.0
index_4032,1.0
index_4033,1.0
index_4034,1.0
index_4035,1.0
index_4036,5.0
index_4037,1.0
index_4038,5.0
index_4039,5.0
index_4040,1.0
index_4041,5.0
index_4042,5.0
index_4043,5.0
index_4044,5.0
index_4045,5.0
index_4046,1.0
index_4047,5.0
index_4048,5.0
index_4049,5.0
index_4050,5.0
index_4051,1.0
index_4052,5.0
index_4053,1.0
index_4054,5.0
index_4055,1.0
index_4056,1.0
index_4057,5.0
index_4058,1.0
index_4059,5.0
index_4060,1.0
index_4061,1.0
index_4062,5.0
index_4063,5.0
index_4064,5.0
index_4065,1.0
index_4066,1.0
index_4067,5.0
index_4068,5.0
index_4069,1.0
index_4070,5.0
index_4071,5.0
index_4072,1.0
index_4073,1.0
index_4074,1.0
index_4075,1.0
index_4076,1.0
index_4077,1.0
index_4078,5.0
index_4079,1.0
index_4080,1.0
index_4081,1.0
index_4082,1.0
index_4083,1.0
index_4084,5.0
index_4085,1.0
index_4086,5.0
index_4087,1.0
index_4088,5.0
index_4089,1.0
index_4090,1.0
index_4091,5.0
index_4092,5.0
index_4093,1.0
index_4094,5.0
index_4095,1.0
index_4096,5.0
index_4097,1.0
index_4098,5.0
index_4099,5.0
index_4100,5.0
index_4101,5.0
index_4102,1.0
index_4103,1.0
index_4104,5.0
index_4105,1.0
index_4106,5.0
index_4107,1.0
index_4108,5.0
index_4109,5.0
index_4110,5.0
index_4111,1.0
index_4112,5.0
index_4113,5.0
index_4114,5.0
index_4115,5.0
index_4116,1.0
index_4117,1.0
index_4118,5.0
index_4119,5.0
index_4120,5.0
index_4121,1.0
index_4122,1.0
index_4123,5.0
index_4124,1.0
index_4125,5.0
index_4126,5.0
index_4127,1.0
index_4128,5.0
index_4129,1.0
index_4130,1.0
index_4131,5.0
index_4132,1.0
index_4133,5.0
index_4134,5.0
index_4135,5.0
index_4136,1.0
index_4137,1.0
index_4138,1.0
index_4139,1.0
index_4140,1.0
index_4141,5.0
index_4142,5.0
index_4143,5.0
index_4144,5.0
index_4145,1.0
index_4146,1.0
index_4147,5.0
index_4148,5.0
index_4149,5.0
index_4150,1.0
index_4151,1.0
index_4152,1.0
index_4153,1.0
index_4154,5.0
index_4155,1.0
index_4156,5.0
index_4157,5.0
index_4158,5.0
index_4159,5.0
index_4160,5.0
index_4161,5.0
index_4162,5.0
index_4163,1.0
index_4164,5.0
index_4165,5.0
index_4166,1.0
index_4167,5.0
index_4168,5.0
index_4169,5.0
index_4170,1.0
index_4171,5.0
index_4172,5.0
index_4173,5.0
index_4174,5.0
index_4175,5.0
index_4176,5.0
index_4177,1.0
index_4178,5.0
index_4179,1.0
index_4180,5.0
index_4181,5.0
index_4182,5.0
index_4183,5.0
index_4184,5.0
index_4185,5.0
index_4186,5.0
index_4187,5.0
index_4188,5.0
index_4189,5.0
index_4190,1.0
index_4191,5.0
index_4192,5.0
index_4193,1.0
index_4194,5.0
index_4195,1.0
index_4196,1.0
index_4197,5.0
index_4198,5.0
index_4199,5.0
index_4200,5.0
index_4201,5.0
index_4202,5.0
index_4203,1.0
index_4204,1.0
index_4205,1.0
index_4206,5.0
index_4207,5.0
index_4208,1.0
index_4209,5.0
index_4210,1.0
index_4211,5.0
index_4212,5.0
index_4213,5.0
index_4214,5.0
index_4215,1.0
index_4216,1.0
index_4217,5.0
index_4218,5.0
index_4219,5.0
index_4220,1.0
index_4221,1.0
index_4222,5.0
index_4223,1.0
index_4224,5.0
index_4225,1.0
index_4226,1.0
index_4227,5.0
index_4228,1.0
index_4229,5.0
index_4230,1.0
index_4231,1.0
index_4232,1.0
index_4233,5.0
index_4234,5.0
index_4235,5.0
index_4236,5.0
index_4237,5.0
index_4238,1.0
index_4239,5.0
index_4240,5.0
index_4241,5.0
index_4242,1.0
index_4243,1.0
index_4244,1.0
index_4245,5.0
index_4246,5.0
index_4247,1.0
index_4248,1.0
index_4249,5.0
index_4250,5.0
index_4251,1.0
index_4252,5.0
index_4253,1.0
index_4254,1.0
index_4255,5.0
index_4256,5.0
index_4257,1.0
index_4258,5.0
index_4259,1.0
index_4260,5.0
index_4261,5.0
index_4262,5.0
index_4263,1.0
index_4264,5.0
index_4265,5.0
index_4266,1.0
index_4267,1.0
index_4268,5.0
index_4269,5.0
index_4270,5.0
index_4271,1.0
index_4272,5.0
index_4273,5.0
index_4274,5.0
index_4275,5.0
index_4276,5.0
index_4277,5.0
index_4278,1.0
index_4279,5.0
index_4280,5.0
index_4281,5.0
index_4282,1.0
index_4283,1.0
index_4284,5.0
index_4285,1.0
index_4286,1.0
index_4287,1.0
index_4288,5.0
index_4289,5.0
index_4290,5.0
index_4291,5.0
index_4292,1.0
index_4293,1.0
index_4294,1.0
index_4295,1.0
index_4296,5.0
index_4297,5.0
index_4298,5.0
index_4299,5.0
index_4300,1.0
index_4301,1.0
index_4302,1.0
index_4303,1.0
index_4304,1.0
index_4305,1.0
index_4306,5.0
index_4307,1.0
index_4308,5.0
index_4309,1.0
index_4310,1.0
index_4311,5.0
index_4312,5.0
index_4313,1.0
index_4314,5.0
index_4315,5.0
index_4316,5.0
index_4317,1.0
index_4318,1.0
index_4319,1.0
index_4320,5.0
index_4321,5.0
index_4322,5.0
index_4323,5.0
index_4324,5.0
index_4325,5.0
index_4326,5.0
index_4327,5.0
index_4328,5.0
index_4329,5.0
index_4330,1.0
index_4331,5.0
index_4332,1.0
index_4333,5.0
index_4334,5.0
index_4335,5.0
index_4336,5.0
index_4337,5.0
index_4338,1.0
index_4339,1.0
index_4340,1.0
index_4341,5.0
index_4342,1.0
index_4343,5.0
index_4344,1.0
index_4345,5.0
index_4346,5.0
index_4347,5.0
index_4348,5.0
index_4349,1.0
index_4350,1.0
index_4351,5.0
index_4352,5.0
index_4353,5.0
index_4354,5.0
index_4355,5.0
index_4356,1.0
index_4357,1.0
index_4358,5.0
index_4359,5.0
index_4360,1.0
index_4361,5.0
index_4362,5.0
index_4363,1.0
index_4364,1.0
index_4365,5.0
index_4366,1.0
index_4367,1.0
index_4368,5.0
index_4369,5.0
index_4370,1.0
index_4371,5.0
index_4372,5.0
index_4373,1.0
index_4374,5.0
index_4375,5.0
index_4376,1.0
index_4377,1.0
index_4378,5.0
index_4379,5.0
index_4380,1.0
index_4381,1.0
index_4382,1.0
index_4383,5.0
index_4384,1.0
index_4385,1.0
index_4386,1.0
index_4387,1.0
index_4388,1.0
index_4389,1.0
index_4390,1.0
index_4391,5.0
index_4392,5.0
index_4393,1.0
index_4394,5.0
index_4395,5.0
index_4396,5.0
index_4397,1.0
index_4398,1.0
index_4399,5.0
index_4400,1.0
index_4401,5.0
index_4402,5.0
index_4403,1.0
index_4404,5.0
index_4405,5.0
index_4406,5.0
index_4407,1.0
index_4408,5.0
index_4409,5.0
index_4410,1.0
index_4411,1.0
index_4412,1.0
index_4413,5.0
index_4414,5.0
index_4415,5.0
index_4416,5.0
index_4417,1.0
index_4418,1.0
index_4419,1.0
index_4420,1.0
index_4421,1.0
index_4422,5.0
index_4423,1.0
index_4424,1.0
index_4425,5.0
index_4426,5.0
index_4427,5.0
index_4428,1.0
index_4429,5.0
index_4430,1.0
index_4431,1.0
index_4432,5.0
index_4433,1.0
index_4434,5.0
index_4435,1.0
index_4436,1.0
index_4437,1.0
index_4438,5.0
index_4439,1.0
index_4440,5.0
index_4441,5.0
index_4442,1.0
index_4443,1.0
index_4444,5.0
index_4445,5.0
index_4446,5.0
index_4447,1.0
index_4448,5.0
index_4449,1.0
index_4450,5.0
index_4451,5.0
index_4452,5.0
index_4453,5.0
index_4454,5.0
index_4455,5.0
index_4456,5.0
index_4457,1.0
index_4458,5.0
index_4459,1.0
index_4460,1.0
index_4461,1.0
index_4462,1.0
index_4463,1.0
index_4464,1.0
index_4465,1.0
index_4466,5.0
index_4467,5.0
index_4468,5.0
index_4469,1.0
index_4470,5.0
index_4471,5.0
index_4472,1.0
index_4473,1.0
index_4474,5.0
index_4475,1.0
index_4476,5.0
index_4477,1.0
index_4478,5.0
index_4479,5.0
index_4480,1.0
index_4481,1.0
index_4482,5.0
index_4483,5.0
index_4484,1.0
index_4485,1.0
index_4486,5.0
index_4487,5.0
index_4488,1.0
index_4489,5.0
index_4490,1.0
index_4491,5.0
index_4492,1.0
index_4493,5.0
index_4494,5.0
index_4495,1.0
index_4496,5.0
index_4497,1.0
index_4498,1.0
index_4499,5.0
index_4500,1.0
index_4501,5.0
index_4502,5.0
index_4503,5.0
index_4504,5.0
index_4505,1.0
index_4506,1.0
index_4507,1.0
index_4508,5.0
index_4509,5.0
index_4510,1.0
index_4511,5.0
index_4512,1.0
index_4513,1.0
index_4514,1.0
index_4515,5.0
index_4516,5.0
index_4517,1.0
index_4518,1.0
index_4519,5.0
index_4520,5.0
index_4521,5.0
index_4522,5.0
index_4523,1.0
index_4524,5.0
index_4525,5.0
index_4526,1.0
index_4527,5.0
index_4528,1.0
index_4529,1.0
index_4530,5.0
index_4531,5.0
index_4532,1.0
index_4533,1.0
index_4534,5.0
index_4535,5.0
index_4536,5.0
index_4537,1.0
index_4538,5.0
index_4539,1.0
index_4540,1.0
index_4541,5.0
index_4542,5.0
index_4543,5.0
index_4544,5.0
index_4545,1.0
index_4546,5.0
index_4547,5.0
index_4548,1.0
index_4549,1.0
index_4550,5.0
index_4551,1.0
index_4552,5.0
index_4553,1.0
index_4554,5.0
index_4555,5.0
index_4556,5.0
index_4557,5.0
index_4558,5.0
index_4559,1.0
index_4560,1.0
index_4561,5.0
index_4562,5.0
index_4563,5.0
index_4564,5.0
index_4565,5.0
index_4566,5.0
index_4567,5.0
index_4568,5.0
index_4569,5.0
index_4570,1.0
index_4571,1.0
index_4572,5.0
index_4573,1.0
index_4574,5.0
index_4575,1.0
index_4576,5.0
index_4577,1.0
index_4578,5.0
index_4579,1.0
index_4580,5.0
index_4581,5.0
index_4582,1.0
index_4583,5.0
index_4584,1.0
index_4585,5.0
index_4586,1.0
index_4587,1.0
index_4588,1.0
index_4589,5.0
index_4590,5.0
index_4591,1.0
index_4592,5.0
index_4593,1.0
index_4594,1.0
index_4595,1.0
index_4596,5.0
index_4597,5.0
index_4598,1.0
index_4599,5.0
index_4600,5.0
index_4601,1.0
index_4602,5.0
index_4603,1.0
index_4604,5.0
index_4605,5.0
index_4606,1.0
index_4607,5.0
index_4608,5.0
index_4609,5.0
index_4610,5.0
index_4611,1.0
index_4612,1.0
index_4613,5.0
index_4614,5.0
index_4615,1.0
index_4616,5.0
index_4617,1.0
index_4618,1.0
index_4619,5.0
index_4620,5.0
index_4621,1.0
index_4622,1.0
index_4623,1.0
index_4624,5.0
index_4625,1.0
index_4626,1.0
index_4627,1.0
index_4628,5.0
index_4629,1.0
index_4630,5.0
index_4631,5.0
index_4632,1.0
index_4633,1.0
index_4634,1.0
index_4635,1.0
index_4636,1.0
index_4637,1.0
index_4638,5.0
index_4639,1.0
index_4640,5.0
index_4641,5.0
index_4642,1.0
index_4643,5.0
index_4644,1.0
index_4645,1.0
index_4646,5.0
index_4647,5.0
index_4648,1.0
index_4649,1.0
index_4650,5.0
index_4651,5.0
index_4652,5.0
index_4653,1.0
index_4654,1.0
index_4655,1.0
index_4656,5.0
index_4657,5.0
index_4658,1.0
index_4659,5.0
index_4660,1.0
index_4661,5.0
index_4662,1.0
index_4663,1.0
index_4664,5.0
index_4665,1.0
index_4666,5.0
index_4667,1.0
index_4668,5.0
index_4669,1.0
index_4670,5.0
index_4671,5.0
index_4672,5.0
index_4673,1.0
index_4674,5.0
index_4675,1.0
index_4676,1.0
index_4677,5.0
index_4678,1.0
index_4679,5.0
index_4680,5.0
index_4681,1.0
index_4682,1.0
index_4683,5.0
index_4684,5.0
index_4685,5.0
index_4686,5.0
index_4687,5.0
index_4688,1.0
index_4689,5.0
index_4690,5.0
index_4691,5.0
index_4692,5.0
index_4693,1.0
index_4694,5.0
index_4695,5.0
index_4696,5.0
index_4697,1.0
index_4698,1.0
index_4699,5.0
index_4700,5.0
index_4701,1.0
index_4702,5.0
index_4703,1.0
index_4704,1.0
index_4705,1.0
index_4706,1.0
index_4707,5.0
index_4708,5.0
index_4709,5.0
index_4710,1.0
index_4711,5.0
index_4712,5.0
index_4713,1.0
index_4714,5.0
index_4715,5.0
index_4716,1.0
index_4717,5.0
index_4718,1.0
index_4719,1.0
index_4720,1.0
index_4721,5.0
index_4722,1.0
index_4723,5.0
index_4724,5.0
index_4725,5.0
index_4726,5.0
index_4727,5.0
index_4728,5.0
index_4729,5.0
index_4730,5.0
index_4731,1.0
index_4732,5.0
index_4733,5.0
index_4734,5.0
index_4735,5.0
index_4736,5.0
index_4737,5.0
index_4738,5.0
index_4739,1.0
index_4740,5.0
index_4741,1.0
index_4742,1.0
index_4743,1.0
index_4744,1.0
index_4745,1.0
index_4746,5.0
index_4747,1.0
index_4748,5.0
index_4749,1.0
index_4750,1.0
index_4751,1.0
index_4752,1.0
index_4753,1.0
index_4754,5.0
index_4755,5.0
index_4756,1.0
index_4757,1.0
index_4758,1.0
index_4759,1.0
index_4760,5.0
index_4761,5.0
index_4762,5.0
index_4763,5.0
index_4764,5.0
index_4765,1.0
index_4766,5.0
index_4767,5.0
index_4768,5.0
index_4769,1.0
index_4770,5.0
index_4771,1.0
index_4772,5.0
index_4773,1.0
index_4774,1.0
index_4775,1.0
index_4776,1.0
index_4777,5.0
index_4778,5.0
index_4779,1.0
index_4780,5.0
index_4781,1.0
index_4782,1.0
index_4783,5.0
index_4784,1.0
index_4785,1.0
index_4786,5.0
index_4787,5.0
index_4788,5.0
index_4789,1.0
index_4790,5.0
index_4791,1.0
index_4792,5.0
index_4793,5.0
index_4794,5.0
index_4795,1.0
index_4796,1.0
index_4797,5.0
index_4798,5.0
index_4799,1.0
index_4800,5.0
index_4801,1.0
index_4802,5.0
index_4803,1.0
index_4804,5.0
index_4805,1.0
index_4806,5.0
index_4807,1.0
index_4808,1.0
index_4809,5.0
index_4810,1.0
index_4811,5.0
index_4812,1.0
index_4813,1.0
index_4814,1.0
index_4815,1.0
index_4816,1.0
index_4817,5.0
index_4818,5.0
index_4819,5.0
index_4820,1.0
index_4821,1.0
index_4822,1.0
index_4823,1.0
index_4824,5.0
index_4825,1.0
index_4826,1.0
index_4827,5.0
index_4828,5.0
index_4829,5.0
index_4830,1.0
index_4831,5.0
index_4832,1.0
index_4833,1.0
index_4834,5.0
index_4835,1.0
index_4836,5.0
index_4837,5.0
index_4838,1.0
index_4839,1.0
index_4840,1.0
index_4841,5.0
index_4842,5.0
index_4843,5.0
index_4844,1.0
index_4845,1.0
index_4846,1.0
index_4847,5.0
index_4848,5.0
index_4849,5.0
index_4850,1.0
index_4851,5.0
index_4852,5.0
index_4853,5.0
index_4854,5.0
index_4855,5.0
index_4856,1.0
index_4857,5.0
index_4858,1.0
index_4859,1.0
index_4860,5.0
index_4861,5.0
index_4862,5.0
index_4863,5.0
index_4864,1.0
index_4865,1.0
index_4866,1.0
index_4867,1.0
index_4868,5.0
index_4869,5.0
index_4870,1.0
index_4871,5.0
index_4872,5.0
index_4873,5.0
index_4874,1.0
index_4875,1.0
index_4876,5.0
index_4877,1.0
index_4878,5.0
index_4879,1.0
index_4880,5.0
index_4881,5.0
index_4882,1.0
index_4883,5.0
index_4884,1.0
index_4885,1.0
index_4886,5.0
index_4887,5.0
index_4888,1.0
index_4889,5.0
index_4890,1.0
index_4891,5.0
index_4892,5.0
index_4893,5.0
index_4894,1.0
index_4895,1.0
index_4896,5.0
index_4897,5.0
index_4898,1.0
index_4899,5.0
index_4900,5.0
index_4901,1.0
index_4902,5.0
index_4903,1.0
index_4904,5.0
index_4905,5.0
index_4906,1.0
index_4907,5.0
index_4908,5.0
index_4909,5.0
index_4910,1.0
index_4911,1.0
index_4912,5.0
index_4913,5.0
index_4914,1.0
index_4915,5.0
index_4916,5.0
index_4917,5.0
index_4918,5.0
index_4919,1.0
index_4920,5.0
index_4921,5.0
index_4922,5.0
index_4923,1.0
index_4924,1.0
index_4925,5.0
index_4926,5.0
index_4927,5.0
index_4928,5.0
index_4929,5.0
index_4930,1.0
index_4931,1.0
index_4932,1.0
index_4933,5.0
index_4934,5.0
index_4935,1.0
index_4936,5.0
index_4937,1.0
index_4938,5.0
index_4939,5.0
index_4940,5.0
index_4941,5.0
index_4942,1.0
index_4943,1.0
index_4944,1.0
index_4945,5.0
index_4946,1.0
index_4947,5.0
index_4948,5.0
index_4949,1.0
index_4950,5.0
index_4951,1.0
index_4952,5.0
index_4953,5.0
index_4954,5.0
index_4955,5.0
index_4956,5.0
index_4957,1.0
index_4958,5.0
index_4959,5.0
index_4960,5.0
index_4961,5.0
index_4962,5.0
index_4963,5.0
index_4964,1.0
index_4965,5.0
index_4966,5.0
index_4967,5.0
index_4968,1.0
index_4969,5.0
index_4970,1.0
index_4971,5.0
index_4972,5.0
index_4973,5.0
index_4974,5.0
index_4975,5.0
index_4976,1.0
index_4977,1.0
index_4978,5.0
